Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	CYFIP2;EYA1;DOCK8;PON2;MTUS1;4930523C07RIK;SMAD6;CP;LTBP1;NPAS2;ZFP36L1;SMAD7;PARD3B;EML5;FAM171A1;CCDC88A;POR;ALCAM;BCL6;BCL2;SDC1;B430010I23RIK;ANK;RAPGEF4
NCOR 22465074 ChIP-Seq MACROPHAGES Mouse	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	CYFIP2;EPAS1;PON2;PREP;MGST1;NOD1;IQGAP2;LTBP1;NPAS2;RUNX1;ZFP36L1;SYNE1;AHI1;POR;ALCAM;TTC3;AOX3;SPP1;AOX1;PAM;CPEB2;SLC18A1;ANK;LRP11
CTCF 26484167 Chip-Seq Bcells Mouse	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	PTPRT;EPHA4;SH2D4A;LRP1;MYOF;MTUS1;REV1;FMO2;NOD1;AHR;IKZF2;ATP1B1;CPLX2;DHRS3;CDC14A;RAP1GAP;VEGFA;MYO1D;ALCAM;BCL6;DNER;BCL2;AOX1;KIFC3
BCL3 23251550 ChIP-Seq MUSCLE Mouse	9/858	0.8989101268426208	0.9999960096433936	0	0	0.6891190447179237	0.07344094619836959	TCF7L2;POR;PCX;PALMD;KIF5B;TTC3;LRRFIP1;SLC4A5;VEGFA
GATA2 20887958 ChIP-Seq HPC-7 Mouse	20/1708	0.8993606460985394	0.9999960096433936	0	0	0.7649611850039919	0.08114032126613148	DDC;DAPK1;EYA2;DOCK8;KCNJ15;GSTT1;NOD1;ATP1B1;DHRS3;CDC14A;E330009J07RIK;NFASC;FRAS1;SCGB1A1;PAK6;NCAM1;B430010I23RIK;RNF152;ANK;SOX5
KLF4 19030024 ChIP-ChIP MESCs Mouse	17/1502	0.9104876366262042	0.9999960096433936	0	0	0.7394799054373522	0.06934469749640892	ST6GAL1;IGFBP5;DST;DOCK8;FIGN;PROX1;NPAS2;RUNX1;ZFP36L1;GNAO1;NFIA;TSPAN9;PRDM16;MYO5C;SPP1;COL4A5;CD55
MYBL1 21750041 ChIP-ChIP SPERMATOCYTES Mouse	1/161	0.9123963933232138	0.9999960096433936	0	0	0.40983640939597316	0.037574105921638075	DMD
ATF3 23680149 ChIP-Seq GBM1-GSC Human	26/2189	0.9148355606503406	0.9999960096433936	0	0	0.7722079122911301	0.06873495600453428	PCSK1;SNAP25;NEDD4L;PSIP1;HNMT;ZFP36L1;IRAK2;SPP1;CD55;ABCC3;SMAD3;ANXA2;VWF;DST;DENND4A;DAPK2;MYOF;ATP1B1;DHRS3;RUNX1;EML5;AHI1;BCL6;CLIP4;RARB;MALAT1
CIITA 25753668 ChIP-Seq RAJI Human	4/459	0.9148669066861853	0.9999960096433936	0	0	0.5735444216800148	0.051032079311042436	MYO1D;SRRM3;DENND4A;BCL2
MEIS1 20887958 ChIP-Seq HPC-7 Mouse	16/1452	0.9235947043707371	0.9999960096433936	0	0	0.7191157219209229	0.057156709211630574	GPR39;NOTCH3;NFIX;EYA2;DOCK8;PLCL2;IKZF2;ATP1B1;ZFP809;DHRS3;SMAD7;SELENBP1;MALAT1;ASCC2;LRRFIP1;SOX5
TET1 21451524 ChIP-Seq MESCs Mouse	21/1839	0.9252718241539106	0.9999960096433936	0	0	0.7430550609017736	0.05771139292673499	SFTPB;GABRP;CHD7;CACNA2D3;ATP11A;EGFR;ACSF2;FAM171A1;CCDC88A;MDFIC;PTPRZ1;TSPAN9;IRAK2;MYO5C;RIMBP2;ASCC2;MCTP2;MET;ATP6V1C2;RAPGEF4;RUNX1T1
CEBPA 26348894 ChIP-Seq LIVER Mouse	23/2000	0.9290659477509545	0.9999960096433936	0	0	0.7470915528578654	0.05496767548536164	SRRM3;DDC;SYT1;MYOF;NEDD4L;PSIP1;PRKCA;FIGN;SMAD6;MEIS2;ROBO1;PKHD1;DPP4;FAM135A;FGF14;PTPRZ1;IRAK2;CDH13;NRCAM;LCP1;SCN3A;IL18R1;RAI14
SOX3 22085726 ChIP-Seq MUSCLE Mouse	23/2000	0.9290659477509545	0.9999960096433936	0	0	0.7470915528578654	0.05496767548536164	RAB3C;DDC;PTPRN2;ZFP521;LRP1;GSTT1;IQGAP2;ESR1;UPK3A;MEIS2;CDC14A;RAP1GAP;RUNX1;SEL1L3;FGF14;NFIA;PTPRZ1;PALMD;SDC1;SPATS2L;AOX1;CCDC141;RAI14
RUNX1 22412390 ChIP-Seq EML Mouse	23/2000	0.9290659477509545	0.9999960096433936	0	0	0.7470915528578654	0.05496767548536164	CYFIP2;SLC38A1;EYA2;DOCK8;PLCL2;REV1;PRKCA;IKZF2;IQGAP2;SNX30;PLXDC2;DHRS3;CDC14A;RUNX1;VEGFA;SMAD7;POR;KIF5B;MALAT1;LRRFIP1;LCP1;ZFPM2;E2F7
CREB1 26743006 Chip-Seq LNCaP-abl Human	23/2000	0.9290659477509545	0.9999960096433936	0	0	0.7470915528578654	0.05496767548536164	PCSK1;SP100;RBM47;LRP1;ARHGAP29;PROX1;ATP1B1;PTPN13;PTPN14;DHRS3;CDC14A;RAP1GAP;SMAD7;MYO1D;MECOM;NFIA;WNK2;KIF5B;BCL2;SPATS2L;CDH13;MALAT1;LRRFIP1
SPI1 26923725 Chip-Seq HPCs Mouse	23/2000	0.9290659477509545	0.9999960096433936	0	0	0.7470915528578654	0.05496767548536164	ST6GAL1;SH2D4A;DST;KCNJ15;ARHGAP29;NOD1;AHR;UPK3A;CDC14A;RUNX1;SEL1L3;NFASC;FAM135A;FGF14;BCL6;DNAJC6;WNK2;PAK6;MALAT1;SLC18A1;MET;RAPGEF4;RAI14
MYCN 27167114 Chip-Seq NEUROBLASTOMA Human	23/2000	0.9290659477509545	0.9999960096433936	0	0	0.7470915528578654	0.05496767548536164	GABRB3;ABCC3;TCF7L2;SLC38A1;AUTS2;PDE3B;NTN4;SYT14;PLXDC2;SLC4A4;DPP4;DNM3;SELENBP1;STOX2;FGF14;NFIA;PALMD;TSPAN9;KIF5B;RIMBP2;UTP20;NCKAP5;CD55
BCOR 27268052 Chip-Seq Bcells Human	23/2000	0.9290659477509545	0.9999960096433936	0	0	0.7470915528578654	0.05496767548536164	PTPRT;SRRM3;SLC38A1;ARHGAP8;EYA2;DAPK2;MYOF;CHD7;ASAP3;NOD1;CACNA1C;FGF1;NOL4;SLC4A5;RAP1GAP;VEGFA;NFASC;BCL6;TSPAN9;SCGB1A1;RIMBP2;PDE7A;ATP6V1C2
STAT1 20625510 ChIP-Seq HELA Human	6/656	0.9300140001110793	0.9999960096433936	0	0	0.6001890259910738	0.043547098340740144	SRRM3;TCF7L2;SH2D4A;WNK2;DNER;OSMR
EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse	13/1239	0.9336540583365394	0.9999960096433936	0	0	0.6849695981017351	0.04702268109080939	TCF7L2;SLC38A1;PCX;DAPK2;PREP;MICAL3;4930523C07RIK;SYT14;MYO1D;POR;LCP1;ACSS1;RUNX1T1
HOXC9 25013753 ChIP-Seq NEUROBLASTOMA BE2-C Human	23/2014	0.9342073859763276	0.9999960096433936	0	0	0.7412523020257827	0.05044727800767858	RAB3C;SNAP25;TCF7L2;SYT1;EYA1;HGF;CADPS;PROX1;CPLX2;SMAD6;CDC14A;RUNX1;CCDC88A;STOX2;POR;DNAJC6;PPP2R2B;PLXNA2;SDC1;PAK6;NAF1;SCN3A;CPEB2
LYL1 20887958 ChIP-Seq HPC-7 Mouse	7/752	0.9358476180360352	0.9999960096433936	0	0	0.6099659832674451	0.04044234097262118	REV1;KCNJ15;NCAM1;PPP2R3A;LPP;DHRS3;SOX5
RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	65/5071	0.9370264384195901	0.9999960096433936	0	0	0.815410396413193	0.05303737534102154	PDE3B;CHD7;PSIP1;AHR;SYNE1;SMPD3;MECOM;SCN9A;EPHA4;ST6GAL1;SLC38A1;DAPK1;DAPK2;SWAP70;COL23A1;REV1;CACNA2D3;PRKCA;ATP1B1;RUNX1;PARD3B;DNM3;POR;MALAT1;LCP1;ZFPM2;MCTP2;FREM1;NOTCH3;SP100;NLGN1;NFIX;LRP1;HSPA4L;CACNA1C;IQGAP2;SNX30;CPLX2;EGFR;PKHD1;FUT8;TSPAN9;PRDM16;ACSS1;CD55;WWTR1;PTPRN2;SMAD3;AUTS2;PLCL2;KCNJ15;NFATC2;ARHGAP29;ESR1;PTPN14;ST18;DHRS3;VEGFA;SMAD7;MYO1D;CCDC88A;FAM135A;BCL6;SDC1;CPEB2
GFI1B 20887958 ChIP-Seq HPC-7 Mouse	21/1871	0.9374368790756555	0.9999960096433936	0	0	0.7288955862337158	0.04709092065211035	GPR39;SNAP25;DAPK1;DOCK8;HSPA4L;PLCL2;FMN2;ZFP809;DHRS3;SMAD7;CCDC88A;POR;FUT8;IRAK2;AOX1;ASCC2;LRRFIP1;SLC18A1;SOX5;ZFP462;LRP11
RUNX1 20887958 ChIP-Seq HPC-7 Mouse	11/1120	0.9507159952779439	0.9999960096433936	0	0	0.6403166015429316	0.03236153638356734	GPR39;DDC;EYA2;DOCK8;LRRFIP1;PPP2R3A;IQGAP2;ATP1B1;DHRS3;ANK;SOX5
IRF8 21731497 ChIP-ChIP J774 Mouse	2/319	0.9533664924942861	0.9999960096433936	0	0	0.41177282817661365	0.019664574636270277	SNX30;IL18R1
PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	CYFIP2;PON3;SLC38A1;PON2;FMN1;NOD1;SYT14;ATP11A;PLXDC2;FGF1;SMAD6;PTPN13;DHRS3;NPAS2;VEGFA;DNM3;CCDC88A;MDFIC;ASCC2;XIST;SNTB1;RAPGEF4
RXRA 24833708 ChIP-Seq LIVER Mouse	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	YAP1;PCSK1;ST6GAL1;RBM47;PTPRN2;SYT1;NTN4;ASAP3;4930523C07RIK;AKR1C19;PROX1;IQGAP2;MEIS2;AHI1;NFASC;FAM135A;ATP7B;TSPAN9;SDC1;PAK6;MALAT1;SAMD4
HOXB7 26014856 ChIP-Seq BT474 Human	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	ABCC3;SFTPB;PON3;LRP1;COL23A1;MYOF;REV1;CACNA1C;IQGAP2;FGF1;ATP1B1;LTBP1;ACSF2;FAM171A1;PEX5L;IRAK2;DNER;PLXNA2;CTSH;RARB;MALAT1;CD55
MYC 19829295 ChIP-Seq ESCs Human	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	WWTR1;PCSK1;GABRP;DST;SWAP70;WWC2;REV1;FIGN;PPP2R3A;OSMR;PTPN14;SLC4A5;NET1;DNM3;EML5;GRM5;PTPRZ1;KIF5B;RIMBP2;SDC1;PAK6;DOCK1
PU.1 20513432 ChIP-Seq Bcells Mouse	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	PCSK1;ST6GAL1;SLC38A1;LRP1;ATP8B1;EYA2;PON2;PLCL2;CADPS;MICAL3;NOD1;SYT14;SNX30;PLXDC2;ESR1;RIMS2;DNM3;CCDC88A;KIF5B;MALAT1;ASCC2;SNTB1
EBNA1 20929547 Chip-Seq RAJI-cells Human	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	SLC38A1;NLGN1;AUTS2;DENND4A;COL23A1;ASAP3;PTPRK;OSMR;SLC4A5;ACSF2;RUNX1;ZFP36L1;MYO1D;TCERG1L;BCL6;PTK7;DNAJC6;MYO5C;CLIP4;SDC1;KIFC3;RUNX1T1
CTCF 21964334 Chip-Seq Bcells Human	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	PTPRT;IGFBP5;AUTS2;MYOF;NFATC2;FMO1;IKZF2;ST18;DHRS3;CDC14A;SEL1L3;ZFP36L1;SMPD3;MYO1D;NFASC;PCLO;PLXNA2;TNR;XIST;LRRFIP1;TOX;LRP11
UBF1/2 26484160 Chip-Seq HMEC-DERIVED Human	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	ABCC3;WWTR1;PCSK1;TCF7L2;IGFBP5;PDE3B;MGST1;NEDD4L;ARHGAP29;PTPN14;NPAS2;DNM3;SELENBP1;FAM171A1;GRM5;MECOM;NFIA;DNAJC6;PPP2R2B;SDC1;CDH13;NCAM1
IRF8 27001747 Chip-Seq BMDM Mouse	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	RBM47;SH2D4A;PLCL2;NFATC2;SNX30;LTBP1;DHRS3;ACSF2;SMPD3;POR;ALCAM;BCL6;SCGB1A1;EPSTI1;SPP1;CTSH;MALAT1;LRRFIP1;B430010I23RIK;PDE7A;IL18R1;ANK
BRD4 27068464 Chip-Seq AML-cells Mouse	22/2000	0.9536224602512245	0.9999960096433936	0	0	0.7116293670812147	0.03379344963610414	CYFIP2;EPHA4;LRP1;NFATC2;PSIP1;IQGAP2;SNX30;RUNX1;ZFP36L1;SMAD7;SYNE1;ALCAM;SPP1;BCL2;AOX1;UTP20;KIFC3;LRRFIP1;LCP1;SLC18A1;ANK;E2F7
ERG 21242973 ChIP-ChIP JURKAT Human	2/321	0.954533073256639	0.9999960096433936	0	0	0.4091489608730988	0.019038923110852927	WNK2;PITPNM3
MYC 22102868 ChIP-Seq BL Human	7/797	0.9562249453160657	0.9999960096433936	0	0	0.5738555574822265	0.025686977072863923	SMAD3;AUTS2;NFATC2;MALAT1;LRRFIP1;MEIS2;SMAD7
TRIM28 19339689 ChIP-ChIP MESCs Mouse	36/3072	0.9575581709761286	0.9999960096433936	0	0	0.7513638617953381	0.032585754154979704	YAP1;HSPA4L;PREP;SNX30;SMPD3;RIMS2;PCLO;RASGEF1B;D230025D16RIK;PRDM16;DNER;STXBP6;SLC18A1;CD55;RGS7;MAGI1;SMAD3;EYA1;ATP8B1;SWAP70;MTUS1;ATP1B1;SMAD6;RUNX1;VEGFA;SMAD7;AHI1;NFASC;FRAS1;MDFIC;BCL6;DNAJC6;SDC1;KIFC3;DOCK1;ANK
FLI1 21571218 ChIP-Seq MEGAKARYOCYTES Human	74/5834	0.9623490583971057	0.9999960096433936	0	0	0.7960138888888889	0.03054945888833846	CYFIP2;RYR2;RAB3C;ARHGAP8;AHR;SYNE1;ATP7B;RASGEF1B;EPSTI1;TNR;LRRFIP1;SFTPB;ST6GAL1;SLC38A1;GRID2;IGFBP5;VWF;COL23A1;PRKCA;UPK3A;RUNX1;DNM3;CLDN10;TCERG1L;DNAJC6;CDH13;MALAT1;KIFC3;LCP1;DOCK1;RAPGEF4;SP100;NLGN1;NFIX;NRXN1;CACNA1A;CACNA1C;IQGAP2;SNX30;CPLX2;NOL4;LTBP1;RAP1GAP;ZFP36L1;PKHD1;FUT8;TSPAN9;IRAK2;PRDM16;CD55;RUNX1T1;TMEM132D;PTPRN2;AUTS2;DENND4A;LRBA;PLCL2;MICAL3;NFATC2;PLXDC2;SMAD6;PTPN14;ST18;DHRS3;ARHGAP24;MYO1D;NFASC;FGF14;PPP2R2B;WNK2;MYO5C;BCL2;SPATS2L;CPEB2
CTNNB1 20615089 ChIP-ChIP FETAL BRAIN Human	5/637	0.9635145679521515	0.9999960096433936	0	0	0.5131372169120813	0.01907211546962514	NFASC;PTPRN2;PCDH9;KIFC3;SLC4A5
SFPI1 20887958 ChIP-Seq HPC-7 Mouse	26/2369	0.9675293194945613	0.9999960096433936	0	0	0.7055667337357479	0.02329044048158086	DOCK8;CHD7;PREP;ASAP3;SNX30;ZFP809;IRAK2;EPSTI1;PLXNA2;ASCC2;LRRFIP1;ZFP462;GPR39;ANXA2;DAPK1;DENND4A;HGF;SMAD7;AHI1;POR;TTC3;LCP1;B430010I23RIK;CPEB2;DOCK1;LRP11
SMAD2/3 21741376 ChIP-Seq ESCs Human	21/2000	0.9710259148119659	0.9999960096433936	0	0	0.6764589339140108	0.019889328278923264	TMEM132D;TCF7L2;ARHGAP8;DST;DENND4A;DAPK2;DOCK8;MYOF;NFATC2;PSIP1;PRKCA;NOD1;FGF1;SLC4A5;RAP1GAP;SMAD7;STOX2;BCL6;RIMBP2;LRRFIP1;RAI14
SPI1 26923725 Chip-Seq MACROPHAGESS Mouse	21/2000	0.9710259148119659	0.9999960096433936	0	0	0.6764589339140108	0.019889328278923264	SYT1;VWF;DAPK2;ASAP3;PRKCA;ATP11A;PTPN13;LPP;UPK3A;RUNX1;ROBO1;CCDC88A;BCL6;WNK2;KIF5B;PRDM16;PAK6;CDH13;MALAT1;SLC18A1;IL18R1
RACK7 27058665 Chip-Seq MCF-7 Human	21/2000	0.9710259148119659	0.9999960096433936	0	0	0.6764589339140108	0.019889328278923264	YAP1;EPHA4;TCF7L2;DAPK2;MYOF;NEDD4L;ARHGAP29;AHR;ATP11A;PLXDC2;ATP1B1;SMAD6;DHRS3;CDC14A;VEGFA;ZFP36L1;SMAD7;SELENBP1;WNK2;BCL2;DOCK1
MYCN 19997598 ChIP-ChIP NEUROBLASTOMA Human	1/234	0.9711456965489632	0.9999960096433936	0	0	0.28038136935795144	0.00820922274939481	NFIX
IRF8 22096565 ChIP-ChIP GC-B Mouse	6/772	0.9758091275606706	0.9999960096433936	0	0	0.5061977027063154	0.012395909924326825	CLDN10;SYT1;EPSTI1;RORB;SNX30;LTBP1
SETDB1 19884257 ChIP-Seq MESCs Mouse	25/2353	0.9774367150938835	0.9999960096433936	0	0	0.6808967943411844	0.015539243350104197	NFIX;NRXN1;NOD1;LPP;RAP1GAP;ZFP36L1;PCLO;IRAK2;KIF5B;CTSH;DMD;RUNX1T1;SLC38A1;EYA1;DCLK2;PROX1;TC2N;MEIS2;GPRIN3;AHI1;POR;BCL6;MALAT1;PDE7A;RAPGEF4
TBP 23326641 ChIP-Seq C3H10T1-2 Mouse	9/1057	0.9789172716597588	0.9999960096433936	0	0	0.552372334824954	0.011770028657362179	BCL6;MTUS1;NEDD4L;SMAD6;CPEB2;MEIS2;SAMD4;VEGFA;ZFP36L1
SPI1 20517297 ChIP-Seq HL60 Human	11/1249	0.9819004773902276	0.9999960096433936	0	0	0.5696155313229223	0.010404211447118514	RAB3C;SP100;SLC38A1;NFASC;NETO1;DOCK8;ASAP3;PRKCA;FMO2;GSTT1;CCDC141
RARB 24833708 ChIP-Seq LIVER Mouse	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	PON3;PTPRN2;ANXA2;SH2D4A;LRP1;MICAL3;4930523C07RIK;AKR1C19;PROX1;CPLX2;LPP;VEGFA;ALCAM;BCL6;PRDM16;SPP1;PAK6;MALAT1;PDE7A;HCN1
ELK3 25401928 ChIP-Seq HUVEC Human	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	ABCC3;EPHA4;TCF7L2;SP100;NLGN1;COL23A1;PROX1;SMAD6;MEIS2;CDC14A;ZFP36L1;PALMD;PLXNA2;SDC1;SPATS2L;CDH13;MALAT1;LRRFIP1;CPEB2;DOCK1
PHF8 20622854 ChIP-Seq HELA Human	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	SRRM3;DDC;MYOF;CHD7;NFATC2;PSIP1;AHR;SLC4A5;RAP1GAP;STOX2;PTK7;SCGB1A1;RIMBP2;SDC1;AOX1;ASCC2;XIST;PDE7A;ATP6V1C2;RAI14
GATA3 21867929 ChIP-Seq TH1 Mouse	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	DENND4A;HGF;MYOF;PLCL2;CELF4;DCLK2;ZFP618;SEMA3E;PROX1;IQGAP2;OSMR;FGF1;ARHGAP24;E330009J07RIK;SMAD7;CDH20;DMXL2;AOX3;XIST;MPDZ
GATA1 22383799 ChIP-Seq G1ME Mouse	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	SMAD3;SH2D4A;DAPK1;WWC2;PREP;MICAL3;NFATC2;IKZF2;FGF1;ESR1;DHRS3;RUNX1;PARD3B;MDFIC;KIF5B;BCL2;MALAT1;LCP1;ACSS1;CD55
MAF 26560356 Chip-Seq TH1 Human	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	CYFIP2;NOTCH3;SMAD3;ANXA2;IGFBP5;NFATC2;PROX1;IQGAP2;DHRS3;CDC14A;RUNX1;ZFP36L1;SMAD7;FAM171A1;ALCAM;CLIP4;MALAT1;LRRFIP1;ACSS1;SNTB1
KDM2B 26808549 Chip-Seq SIL-ALL Human	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	TCF7L2;SP100;SLC38A1;PDE3B;IQGAP2;SMAD6;MEIS2;DHRS3;CDC14A;RAP1GAP;RUNX1;SMAD7;ALCAM;NFIA;BCL6;DNAJC6;PLXNA2;KIFC3;CPEB2;E2F7
CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	CYFIP2;PON3;TCF7L2;SP100;SLC38A1;RBM47;PPP1R14C;ANXA2;DOCK8;4930523C07RIK;PTPN13;LPP;RUNX1;SMAD7;SMPD3;FAM135A;BCL6;MYO5C;MALAT1;SCN3A
E2A 27217539 Chip-Seq RAMOS-Cell line Human	20/2000	0.982750497720997	0.9999960096433936	0	0	0.6415770609318996	0.011163446135844642	CYFIP2;RYR2;NOTCH3;SLC38A1;PTPRN2;AUTS2;COL23A1;PLCL2;FMO1;LPP;UPK3A;SEL1L3;GPRIN3;CCDC88A;POR;DNAJC6;COL8A1;MALAT1;LRRFIP1;SNTB1
TFEB 21752829 ChIP-Seq HELA Human	6/808	0.9829636256534418	0.9999960096433936	0	0	0.48255640761577284	0.00829184537210465	NET1;BCL6;REV1;UTP20;SYT14;PTPN14
CREB1 20920259 ChIP-Seq GC1-SPG Mouse	33/3057	0.9865841206918488	0.9999960096433936	0	0	0.6841769602577873	0.009240962886868577	PTPRT;SNAP25;PON3;SP100;ARHGAP8;PCX;DOCK8;CACNA1A;FMN1;PTPRK;IQGAP2;NOL4;LPP;LTBP1;RAP1GAP;ALCAM;MECOM;ACSS1;EPHA4;TCF7L2;SWAP70;MYOF;RUNX1;PARD3B;CCDC88A;AHI1;NFASC;PITPNM3;BCL2;CDH13;MALAT1;RAI14;LRP11
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse	6/838	0.9873655608963772	0.9999960096433936	0	0	0.464418154371226	0.0059050454099713115	FUT8;IRAK2;KIF5B;REV1;PAM;VEGFA
POU5F1 18555785 ChIP-Seq MESCs Mouse	3/555	0.9902227977226059	0.9999960096433936	0	0	0.3515900411280846	0.0034544821906551957	D230025D16RIK;DNER;SCD1
RAC3 21632823 ChIP-Seq H3396 Human	19/2000	0.9902420575125922	0.9999960096433936	0	0	0.6069806014278503	0.00595196874350725	CYFIP2;PPP1R14C;VWF;EYA2;CACNA2D1;CELF4;NTN4;FMO2;ATP1B1;SMAD6;ROBO1;VEGFA;PKHD1;UNC80;CCDC88A;FRAS1;TTC3;ACSS1;TRPM6
MAF 26560356 Chip-Seq TH2 Human	19/2000	0.9902420575125922	0.9999960096433936	0	0	0.6069806014278503	0.00595196874350725	SLC38A1;ANXA2;PDE3B;ASAP3;ATP11A;SMAD6;DHRS3;CDC14A;NPAS2;ZFP36L1;RIMS2;GPRIN3;DPP4;DNM3;ALCAM;MDFIC;BCL2;LCP1;SNTB1
SA1 27219007 Chip-Seq Bcells Human	19/2000	0.9902420575125922	0.9999960096433936	0	0	0.6069806014278503	0.00595196874350725	ABCC3;TCF7L2;PLCL2;FMN2;TSPAN11;MEIS2;DHRS3;CDC14A;RAP1GAP;DNM3;SELENBP1;NFIA;PALMD;RASGEF1B;DNAJC6;PRDM16;MYO5C;SCGB1A1;LCP1
CTCF 27219007 Chip-Seq ERYTHROID Human	19/2000	0.9902420575125922	0.9999960096433936	0	0	0.6069806014278503	0.00595196874350725	PTPRT;PCSK1;IGFBP5;SH2D4A;LRBA;MTUS1;PLXDC2;ATP1B1;ST18;DHRS3;SMAD7;FRAS1;TCERG1L;NFIA;DNAJC6;KIF5B;BCL2;TNR;LCP1
DACH1 20351289 ChIP-Seq MDA-MB-231 Human	15/1698	0.9923429389728137	0.9999960096433936	0	0	0.5654515327257663	0.004346358377159527	YAP1;EPHA4;KHDRBS3;SMAD3;EPAS1;WWC2;REV1;PRKCA;NPAS2;ZFP36L1;ALCAM;SDC1;CPEB2;E2F7;RAI14
STAT3 20064451 ChIP-Seq CD4+T Mouse	21/2204	0.992714720006849	0.9999960096433936	0	0	0.6061851389250487	0.004432393755493479	PCSK1;SH2D4A;HGF;PLCL2;KCNJ15;4930523C07RIK;ZFP618;AHR;PTPN14;ZFP36L1;PARD3B;DPP4;AHI1;ALCAM;BCL6;KIF5B;NCAM1;MCTP2;RNF152;SOX5;ATP6V1C2
RCOR1 19997604 ChIP-ChIP NEURONS Mouse	23/2378	0.993286683111038	0.9999960096433936	0	0	0.6138004246284501	0.004134530544454995	YAP1;MAGI1;SYT1;DST;CACNA2D1;PON2;PREP;CP;ESR1;EGFR;SLC8A1;NPAS2;BMP5;GNAO1;AHI1;FUT8;GRM5;PCLO;FGF14;BCL6;TTC3;COL4A5;DMD
ASXL1 24218140 ChIP-Seq BMDM Mouse	5/807	0.9938162040938537	0.9999960096433936	0	0	0.40076254940879097	0.0024859279943227975	TCF7L2;EYA1;CTSH;MALAT1;SMAD7
SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse	14/1654	0.9945595314717893	0.9999960096433936	0	0	0.5409798887462559	0.0029512193663844715	ABCC3;NOTCH3;RBM47;PLXDC2;PTPN13;NPAS2;RUNX1;CCDC88A;MDFIC;SCGB1A1;COL4A5;MALAT1;ASCC2;XIST
LMO2 20887958 ChIP-Seq HPC-7 Mouse	15/1741	0.9945888477647961	0.9999960096433936	0	0	0.5500485531963507	0.0029844784938750867	SP100;DOCK8;PON2;PPP2R3A;IQGAP2;LPP;DHRS3;SELENBP1;PTK7;PAK6;MALAT1;NCAM1;CPEB2;ANK;SOX5
ZFP42 18358816 ChIP-ChIP MESCs Mouse	12/1480	0.994625120471326	0.9999960096433936	0	0	0.5193156680496349	0.0027987874819848844	NET1;EPHA4;AHI1;EYA1;EPAS1;KIF5B;WWC2;NEDD4L;AOX1;ATP1B1;RUNX1;SMAD7
CTCF 20526341 ChIP-Seq ESCs Human	18/2000	0.9947708093766731	0.9999960096433936	0	0	0.5726664535983998	0.003002439072186556	DDC;DAPK1;WWC2;CACNA2D3;ASAP3;ARHGAP29;RORB;CACNA1C;OSMR;MEIS2;SLC4A5;EML5;FAM135A;PCLO;TSPAN9;RIMBP2;RNF152;DOCK1
P68 20966046 ChIP-Seq HELA Human	18/2000	0.9947708093766731	0.9999960096433936	0	0	0.5726664535983998	0.003002439072186556	PTPRT;NOTCH3;TCF7L2;SP100;NFIX;PON2;CHD7;PSIP1;NOL4;SLC4A5;RAP1GAP;VEGFA;NET1;SCGB1A1;RIMBP2;MALAT1;XIST;ATP6V1C2
