"Peak1","Peak2","coaccess"
"chr1_58738614_58739430","chr1_58859956_58860835",0
"chr1_58738614_58739430","chr1_58861342_58862192",0
"chr1_58738614_58739430","chr1_58881217_58882077",0.0417403803034803
"chr1_58738614_58739430","chr1_58883186_58884139",0.222108153361965
"chr1_58738614_58739430","chr1_58884781_58885606",0.0334611144013078
"chr1_58738614_58739430","chr1_58885810_58886672",2.14993783614671e-05
"chr1_58738614_58739430","chr1_58895156_58895998",0.0558883976091363
"chr1_58738614_58739430","chr1_58896333_58897201",0
"chr1_58738614_58739430","chr1_58898705_58899579",-0.0494138551390875
"chr1_58738614_58739430","chr1_58903348_58904271",0.104914937099579
"chr1_58738614_58739430","chr1_58919707_58920541",0.120132668990299
"chr1_58738614_58739430","chr1_58922119_58922999",0.0682159487513073
"chr1_58738614_58739430","chr1_58932620_58933485",0.0917522982975555
"chr1_58738614_58739430","chr1_58941500_58942417",0.00675786763585942
"chr1_58738614_58739430","chr1_58964604_58965471",0.0434313740956142
"chr1_58738614_58739430","chr1_58968168_58969068",0.00416264527562716
"chr1_58738614_58739430","chr1_58978995_58979836",0.02360452237269
"chr1_58738614_58739430","chr1_58987168_58988063",0
"chr1_58739842_58740571","chr1_58546302_58547129",0.00242666694921914
"chr1_58739842_58740571","chr1_58573579_58574431",0
"chr1_58739842_58740571","chr1_58576434_58577216",0.00145222367394467
"chr1_58739842_58740571","chr1_58597720_58598595",0.000176847981226296
"chr1_58739842_58740571","chr1_58618072_58618972",0.0186029482445788
"chr1_58739842_58740571","chr1_58621112_58621955",0.00296740808663904
"chr1_58739842_58740571","chr1_58648475_58649225",0
"chr1_58739842_58740571","chr1_58649560_58650388",0
"chr1_58739842_58740571","chr1_58652305_58653189",0
"chr1_58739842_58740571","chr1_58699645_58700520",0.000955494889150183
"chr1_58739842_58740571","chr1_58710524_58711425",0.000637554025286378
"chr1_58739842_58740571","chr1_58717900_58718770",0
"chr1_58739842_58740571","chr1_58738614_58739430",0.108356255199134
"chr1_58739842_58740571","chr1_58755175_58755890",0.00639334144928062
"chr1_58739842_58740571","chr1_58768941_58769809",0
"chr1_58739842_58740571","chr1_58773195_58773999",0.00229725645508419
"chr1_58739842_58740571","chr1_58779520_58780446",0.0151353554463666
"chr1_58739842_58740571","chr1_58783709_58784631",0.0356863468384836
"chr1_58739842_58740571","chr1_58785039_58785632",0.0151436090354993
"chr1_58739842_58740571","chr1_58805783_58806682",0
"chr1_58739842_58740571","chr1_58809425_58810262",0.00262308035990078
"chr1_58739842_58740571","chr1_58812719_58813613",0
"chr1_58739842_58740571","chr1_58814963_58815655",0.0056589327808068
"chr1_58739842_58740571","chr1_58816026_58816898",0.00751790942650953
"chr1_58739842_58740571","chr1_58841209_58842099",0
"chr1_58739842_58740571","chr1_58854294_58855223",0.00799854988775035
"chr1_58739842_58740571","chr1_58857912_58858768",0
"chr1_58739842_58740571","chr1_58859956_58860835",0
"chr1_58739842_58740571","chr1_58861342_58862192",0
"chr1_58739842_58740571","chr1_58881217_58882077",0.00452283130027283
"chr1_58739842_58740571","chr1_58883186_58884139",0.0240668077474975
"chr1_58739842_58740571","chr1_58884781_58885606",0.00362572105131553
"chr1_58739842_58740571","chr1_58885810_58886672",2.32959212835603e-06
"chr1_58739842_58740571","chr1_58895156_58895998",0.00605585747400623
"chr1_58739842_58740571","chr1_58896333_58897201",0
"chr1_58739842_58740571","chr1_58898705_58899579",-0.00535430029782401
"chr1_58739842_58740571","chr1_58903348_58904271",0.0113681896985631
"chr1_58739842_58740571","chr1_58919707_58920541",0.013017126138866
"chr1_58739842_58740571","chr1_58922119_58922999",0.00739162475154769
"chr1_58739842_58740571","chr1_58932620_58933485",0.00994193544943701
"chr1_58739842_58740571","chr1_58941500_58942417",0.000732257230153151
"chr1_58739842_58740571","chr1_58964604_58965471",0.00470606105515343
"chr1_58739842_58740571","chr1_58968168_58969068",0.000451048653789328
"chr1_58739842_58740571","chr1_58978995_58979836",0.00255769765006887
"chr1_58739842_58740571","chr1_58987168_58988063",0
"chr1_58755175_58755890","chr1_58546302_58547129",0.0229867584863131
"chr1_58755175_58755890","chr1_58573579_58574431",0
"chr1_58755175_58755890","chr1_58576434_58577216",0.0143079058217386
"chr1_58755175_58755890","chr1_58597720_58598595",0.00174237915656428
"chr1_58755175_58755890","chr1_58618072_58618972",0.0688212850837047
"chr1_58755175_58755890","chr1_58621112_58621955",0.0292361267758223
"chr1_58755175_58755890","chr1_58648475_58649225",0
"chr1_58755175_58755890","chr1_58649560_58650388",0
"chr1_58755175_58755890","chr1_58652305_58653189",0
"chr1_58755175_58755890","chr1_58699645_58700520",0.00941392922619039
"chr1_58755175_58755890","chr1_58710524_58711425",0.00628144487225553
"chr1_58755175_58755890","chr1_58717900_58718770",0
"chr1_58755175_58755890","chr1_58738614_58739430",0.0590029753015284
"chr1_58755175_58755890","chr1_58739842_58740571",0.00639334144928062
"chr1_58755175_58755890","chr1_58768941_58769809",0
"chr1_58755175_58755890","chr1_58773195_58773999",0.0113167494182052
"chr1_58755175_58755890","chr1_58779520_58780446",0.0696925575444703
"chr1_58755175_58755890","chr1_58783709_58784631",0.17579815432817
"chr1_58755175_58755890","chr1_58785039_58785632",0.0730593002690492
"chr1_58755175_58755890","chr1_58805783_58806682",0
"chr1_58755175_58755890","chr1_58809425_58810262",0.0129218238003491
"chr1_58755175_58755890","chr1_58812719_58813613",0
"chr1_58755175_58755890","chr1_58814963_58815655",0.0274541078247244
"chr1_58755175_58755890","chr1_58816026_58816898",0.0338534927598309
"chr1_58755175_58755890","chr1_58841209_58842099",0
"chr1_58755175_58755890","chr1_58854294_58855223",0.0394024727140733
"chr1_58755175_58755890","chr1_58857912_58858768",0
"chr1_58755175_58755890","chr1_58859956_58860835",0
"chr1_58755175_58755890","chr1_58861342_58862192",0
"chr1_58755175_58755890","chr1_58881217_58882077",0.0186052258862412
"chr1_58755175_58755890","chr1_58883186_58884139",0.0915283946650799
"chr1_58755175_58755890","chr1_58884781_58885606",0.0137889673949433
"chr1_58755175_58755890","chr1_58885810_58886672",8.85966389769009e-06
"chr1_58755175_58755890","chr1_58895156_58895998",0.0291793865856788
"chr1_58755175_58755890","chr1_58896333_58897201",0
"chr1_58755175_58755890","chr1_58898705_58899579",-0.0263763650097459
"chr1_58755175_58755890","chr1_58903348_58904271",0.0498691541999186
"chr1_58755175_58755890","chr1_58919707_58920541",0.0496397750367321
"chr1_58755175_58755890","chr1_58922119_58922999",0.0358648503331414
"chr1_58755175_58755890","chr1_58932620_58933485",0.0445818262097548
"chr1_58755175_58755890","chr1_58941500_58942417",0.0036072470554919
"chr1_58755175_58755890","chr1_58964604_58965471",0.0231830075349571
"chr1_58755175_58755890","chr1_58968168_58969068",0.00222195679505252
"chr1_58755175_58755890","chr1_58978995_58979836",0.0125997353622849
"chr1_58755175_58755890","chr1_58987168_58988063",0
"chr1_58755175_58755890","chr1_59005229_59005971",0
"chr1_58755175_58755890","chr1_59007689_59008459",0.00514663623572892
"chr1_58755175_58755890","chr1_59008642_59009263",0.000209352322706397
"chr1_58755175_58755890","chr1_59013066_59013968",0.00674089253381179
"chr1_58755175_58755890","chr1_59019947_59020845",0.0638487293966199
"chr1_58768941_58769809","chr1_58546302_58547129",0
"chr1_58768941_58769809","chr1_58573579_58574431",0
"chr1_58768941_58769809","chr1_58576434_58577216",0
"chr1_58768941_58769809","chr1_58597720_58598595",0
"chr1_58768941_58769809","chr1_58618072_58618972",0
"chr1_58768941_58769809","chr1_58621112_58621955",0
"chr1_58768941_58769809","chr1_58648475_58649225",0
"chr1_58768941_58769809","chr1_58649560_58650388",0
"chr1_58768941_58769809","chr1_58652305_58653189",0
"chr1_58768941_58769809","chr1_58699645_58700520",0
"chr1_58768941_58769809","chr1_58710524_58711425",0
"chr1_58768941_58769809","chr1_58717900_58718770",0
"chr1_58768941_58769809","chr1_58738614_58739430",0
"chr1_58768941_58769809","chr1_58739842_58740571",0
"chr1_58768941_58769809","chr1_58755175_58755890",0
"chr1_58768941_58769809","chr1_58773195_58773999",0
"chr1_58768941_58769809","chr1_58779520_58780446",0
"chr1_58768941_58769809","chr1_58783709_58784631",0
"chr1_58768941_58769809","chr1_58785039_58785632",0
"chr1_58768941_58769809","chr1_58805783_58806682",0
"chr1_58768941_58769809","chr1_58809425_58810262",0
"chr1_58768941_58769809","chr1_58812719_58813613",0
"chr1_58768941_58769809","chr1_58814963_58815655",0
"chr1_58768941_58769809","chr1_58816026_58816898",0
"chr1_58768941_58769809","chr1_58841209_58842099",0
"chr1_58768941_58769809","chr1_58854294_58855223",0
"chr1_58768941_58769809","chr1_58857912_58858768",0
"chr1_58768941_58769809","chr1_58859956_58860835",0
"chr1_58768941_58769809","chr1_58861342_58862192",0
"chr1_58768941_58769809","chr1_58881217_58882077",0
"chr1_58768941_58769809","chr1_58883186_58884139",0
"chr1_58768941_58769809","chr1_58884781_58885606",0
"chr1_58768941_58769809","chr1_58885810_58886672",0
"chr1_58768941_58769809","chr1_58895156_58895998",0
"chr1_58768941_58769809","chr1_58896333_58897201",0
"chr1_58768941_58769809","chr1_58898705_58899579",0
"chr1_58768941_58769809","chr1_58903348_58904271",0
"chr1_58768941_58769809","chr1_58919707_58920541",0
"chr1_58768941_58769809","chr1_58922119_58922999",0
"chr1_58768941_58769809","chr1_58932620_58933485",0
"chr1_58768941_58769809","chr1_58941500_58942417",0
"chr1_58768941_58769809","chr1_58964604_58965471",0
"chr1_58768941_58769809","chr1_58968168_58969068",0
"chr1_58768941_58769809","chr1_58978995_58979836",0
"chr1_58768941_58769809","chr1_58987168_58988063",0
"chr1_58768941_58769809","chr1_59005229_59005971",0
"chr1_58768941_58769809","chr1_59007689_59008459",0
"chr1_58768941_58769809","chr1_59008642_59009263",0
"chr1_58768941_58769809","chr1_59013066_59013968",0
"chr1_58768941_58769809","chr1_59019947_59020845",0
"chr1_58773195_58773999","chr1_58546302_58547129",0.00836761830703621
"chr1_58773195_58773999","chr1_58573579_58574431",0
"chr1_58773195_58773999","chr1_58576434_58577216",0.00523924616601314
"chr1_58773195_58773999","chr1_58597720_58598595",0.000638021624513422
"chr1_58773195_58773999","chr1_58618072_58618972",0.0243155467377998
"chr1_58773195_58773999","chr1_58621112_58621955",0.0107056383392303
"chr1_58773195_58773999","chr1_58648475_58649225",0
"chr1_58773195_58773999","chr1_58649560_58650388",0
"chr1_58773195_58773999","chr1_58652305_58653189",0
"chr1_58773195_58773999","chr1_58699645_58700520",0.00344717761075142
"chr1_58773195_58773999","chr1_58710524_58711425",0.00230012947904551
"chr1_58773195_58773999","chr1_58717900_58718770",0
"chr1_58773195_58773999","chr1_58738614_58739430",0.0212009583651849
"chr1_58773195_58773999","chr1_58739842_58740571",0.00229725645508419
"chr1_58773195_58773999","chr1_58755175_58755890",0.0113167494182052
"chr1_58773195_58773999","chr1_58768941_58769809",0
"chr1_58773195_58773999","chr1_58779520_58780446",0.0247941808430046
"chr1_58773195_58773999","chr1_58783709_58784631",0.0643735394233985
"chr1_58773195_58773999","chr1_58785039_58785632",0.0265117395629464
"chr1_58773195_58773999","chr1_58805783_58806682",0
"chr1_58773195_58773999","chr1_58809425_58810262",0.00473169662680976
"chr1_58773195_58773999","chr1_58812719_58813613",0
"chr1_58773195_58773999","chr1_58814963_58815655",0.0100036859404633
"chr1_58773195_58773999","chr1_58816026_58816898",0.0120246804169044
"chr1_58773195_58773999","chr1_58841209_58842099",0
"chr1_58773195_58773999","chr1_58854294_58855223",0.0144283461924397
"chr1_58773195_58773999","chr1_58857912_58858768",0
"chr1_58773195_58773999","chr1_58859956_58860835",0
"chr1_58773195_58773999","chr1_58861342_58862192",0
"chr1_58773195_58773999","chr1_58881217_58882077",0.00621456240001149
"chr1_58773195_58773999","chr1_58883186_58884139",0.0291156084977244
"chr1_58773195_58773999","chr1_58884781_58885606",0.00438633472953445
"chr1_58773195_58773999","chr1_58885810_58886672",2.81830033630409e-06
"chr1_58773195_58773999","chr1_58895156_58895998",0.010578572586226
"chr1_58773195_58773999","chr1_58896333_58897201",0
"chr1_58773195_58773999","chr1_58898705_58899579",-0.00965846302135347
"chr1_58773195_58773999","chr1_58903348_58904271",0.0176014864187637
"chr1_58773195_58773999","chr1_58919707_58920541",0.0173687855047347
"chr1_58773195_58773999","chr1_58922119_58922999",0.0130437738136041
"chr1_58773195_58773999","chr1_58932620_58933485",0.0156095969150464
"chr1_58773195_58773999","chr1_58941500_58942417",0.00132089703344191
"chr1_58773195_58773999","chr1_58964604_58965471",0.00848912353606753
"chr1_58773195_58773999","chr1_58968168_58969068",0.000813633248255772
"chr1_58773195_58773999","chr1_58978995_58979836",0.0046137547016241
"chr1_58773195_58773999","chr1_58987168_58988063",0
"chr1_58773195_58773999","chr1_59005229_59005971",0
"chr1_58773195_58773999","chr1_59007689_59008459",0.00188459004412686
"chr1_58773195_58773999","chr1_59008642_59009263",7.66604214901199e-05
"chr1_58773195_58773999","chr1_59013066_59013968",0.00246837322310068
"chr1_58773195_58773999","chr1_59019947_59020845",0.0226650807634051
"chr1_58779520_58780446","chr1_58546302_58547129",0.0525015239494612
"chr1_58779520_58780446","chr1_58573579_58574431",0
"chr1_58779520_58780446","chr1_58576434_58577216",0.0313475378333164
"chr1_58779520_58780446","chr1_58597720_58598595",0.00381742074702474
"chr1_58779520_58780446","chr1_58618072_58618972",0.190922635118286
"chr1_58779520_58780446","chr1_58621112_58621955",0.0640541391328057
"chr1_58779520_58780446","chr1_58648475_58649225",0
"chr1_58779520_58780446","chr1_58649560_58650388",0
"chr1_58779520_58780446","chr1_58652305_58653189",0
"chr1_58779520_58780446","chr1_58699645_58700520",0.0206252058305978
"chr1_58779520_58780446","chr1_58710524_58711425",0.0137621698964325
"chr1_58779520_58780446","chr1_58717900_58718770",0
"chr1_58779520_58780446","chr1_58738614_58739430",0.139681418655077
"chr1_58779520_58780446","chr1_58739842_58740571",0.0151353554463666
"chr1_58779520_58780446","chr1_58755175_58755890",0.0696925575444703
"chr1_58779520_58780446","chr1_58768941_58769809",0
"chr1_58779520_58780446","chr1_58773195_58773999",0.0247941808430046
"chr1_58779520_58780446","chr1_58783709_58784631",0.385161062528005
"chr1_58779520_58780446","chr1_58785039_58785632",0.182795123282773
"chr1_58779520_58780446","chr1_58805783_58806682",0
"chr1_58779520_58780446","chr1_58809425_58810262",0.0283107829189798
"chr1_58779520_58780446","chr1_58812719_58813613",0
"chr1_58779520_58780446","chr1_58814963_58815655",0.0615242197560716
"chr1_58779520_58780446","chr1_58816026_58816898",0.0845073024355917
"chr1_58779520_58780446","chr1_58841209_58842099",0
"chr1_58779520_58780446","chr1_58854294_58855223",0.0863279726387396
"chr1_58779520_58780446","chr1_58857912_58858768",0
"chr1_58779520_58780446","chr1_58859956_58860835",0
"chr1_58779520_58780446","chr1_58861342_58862192",0
"chr1_58779520_58780446","chr1_58881217_58882077",0.0550214268405984
"chr1_58779520_58780446","chr1_58883186_58884139",0.305400875645405
"chr1_58779520_58780446","chr1_58884781_58885606",0.0460093584298625
"chr1_58779520_58780446","chr1_58885810_58886672",2.9561854790266e-05
"chr1_58779520_58780446","chr1_58895156_58895998",0.0664633166452182
"chr1_58779520_58780446","chr1_58896333_58897201",0
"chr1_58779520_58780446","chr1_58898705_58899579",-0.0577887112160215
"chr1_58779520_58780446","chr1_58903348_58904271",0.137686144816045
"chr1_58779520_58780446","chr1_58919707_58920541",0.128532428273554
"chr1_58779520_58780446","chr1_58922119_58922999",0.0807025007910326
"chr1_58779520_58780446","chr1_58932620_58933485",0.114723779199658
"chr1_58779520_58780446","chr1_58941500_58942417",0.00790321783527189
"chr1_58779520_58780446","chr1_58964604_58965471",0.0507922955669391
"chr1_58779520_58780446","chr1_58968168_58969068",0.00486814690031482
"chr1_58779520_58780446","chr1_58978995_58979836",0.0276051104077586
"chr1_58779520_58780446","chr1_58987168_58988063",0
"chr1_58779520_58780446","chr1_59005229_59005971",0
"chr1_58779520_58780446","chr1_59007689_59008459",0.0112759265159664
"chr1_58779520_58780446","chr1_59008642_59009263",0.000458676560506874
"chr1_58779520_58780446","chr1_59013066_59013968",0.0147688327034984
"chr1_58779520_58780446","chr1_59019947_59020845",0.187736553040281
"chr1_58783709_58784631","chr1_58546302_58547129",0.129985369485443
"chr1_58783709_58784631","chr1_58573579_58574431",0
"chr1_58783709_58784631","chr1_58576434_58577216",0.0813881947915509
"chr1_58783709_58784631","chr1_58597720_58598595",0.00991124039827938
"chr1_58783709_58784631","chr1_58618072_58618972",0.377725800936177
"chr1_58783709_58784631","chr1_58621112_58621955",0.166304951306422
"chr1_58783709_58784631","chr1_58648475_58649225",0
"chr1_58783709_58784631","chr1_58649560_58650388",0
"chr1_58783709_58784631","chr1_58652305_58653189",0
"chr1_58783709_58784631","chr1_58699645_58700520",0.0535496050338104
"chr1_58783709_58784631","chr1_58710524_58711425",0.0357309773495141
"chr1_58783709_58784631","chr1_58717900_58718770",0
"chr1_58783709_58784631","chr1_58738614_58739430",0.329342747891206
"chr1_58783709_58784631","chr1_58739842_58740571",0.0356863468384836
"chr1_58783709_58784631","chr1_58755175_58755890",0.17579815432817
"chr1_58783709_58784631","chr1_58768941_58769809",0
